Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
11/21/2008,16.7,27.7,0.2,7,11.8,W,41,WSW,E,19,31,34,46,1001.2,996.4,1,3,22.1,23.7,No,No
11/22/2008,17.9,20.6,0,10,9.8,W,41,WNW,E,31,19,49,30,990.2,991.4,3,6,20.3,17.2,No,No
11/23/2008,12.2,19.7,0.2,9.8,2.1,W,41,WNW,SSW,19,26,50,55,986.7,991,7,5,13.8,18.4,No,Yes
11/24/2008,13.6,22.3,2.4,5,10.5,W,41,SSW,SSE,19,20,47,49,1003.5,1005.1,1,4,19.7,20.7,Yes,No
11/25/2008,15.5,21.8,0,5.6,9.4,W,41,SSW,SSE,15,24,62,63,1015.6,1015.3,5,3,18.5,19.3,No,No
11/26/2008,16.4,21.8,0,7.6,0.1,W,41,E,E,7,19,55,55,1016.6,1014.1,7,8,18.5,19.2,No,No
11/27/2008,15.9,23.6,0,5,10.5,W,41,NNE,NE,17,26,58,64,1012.7,1008.9,7,1,21.8,22.7,No,No
11/28/2008,19.5,24.6,0.2,7.8,0.7,W,41,NW,N,24,17,71,75,1005,1003.9,8,7,22.9,22.2,No,Yes
11/29/2008,19.3,23.3,10.8,2.6,6.9,W,41,S,S,13,24,92,79,1002.2,1002,7,7,20.3,19.8,Yes,Yes
11/30/2008,15,24.9,11.2,4.8,12.3,W,41,SSW,E,13,19,64,55,1009.9,1007.2,2,1,19.8,21.4,Yes,No
12/1/2008,17.6,31.3,0,7.6,10.9,W,41,ENE,WNW,2,24,29,21,1009.1,1004.6,3,7,24.9,30.8,No,No
12/2/2008,16.6,23.8,0,12,12.9,W,41,W,E,6,26,65,65,1011.1,1007.2,1,1,20.8,23.4,No,No
12/3/2008,18.4,33.2,0,8,8,W,41,W,W,13,19,67,19,1007.7,1005.6,7,5,22.5,32.3,No,No
12/4/2008,18.4,21.8,0,10,2.2,W,41,ESE,E,20,22,59,57,1020.2,1018.5,8,6,19.6,21.5,No,No
12/5/2008,19.3,27,0,4.8,6.7,W,41,N,E,15,24,78,70,1015,1008.6,8,5,20.9,24.1,No,No
12/6/2008,20.8,34.8,0,6.4,9.8,W,41,W,SSE,13,20,57,56,1006.9,1004.1,7,6,27,28.8,No,No
12/7/2008,20,26.1,0,7.6,4.9,W,41,W,SE,11,20,81,78,1007.9,1008.4,8,7,21.1,21.7,No,Yes
12/8/2008,18.2,22.3,6.8,4.4,6.3,W,41,E,E,19,31,74,72,1014.3,1010.9,7,6,20.3,21.9,Yes,Yes
12/9/2008,17.4,25.9,1.8,5.4,9.9,W,41,W,NE,7,17,81,60,1011.2,1006.3,3,6,19.5,24.9,Yes,No
12/10/2008,19.5,23.4,0,9.4,5.2,W,41,S,SSE,35,30,71,66,1007.1,1009.6,3,8,21.9,21.7,No,Yes
12/11/2008,17.2,19.9,3.4,4.6,0,W,41,ESE,ESE,15,26,90,58,1013.8,1015,8,8,17.5,19.7,Yes,Yes
12/12/2008,17.4,24.5,3.6,4,0,W,41,ENE,ENE,13,30,85,92,1015.8,1009.9,8,8,17.6,18.4,Yes,Yes
12/13/2008,17,32.9,28.2,4.8,7.5,W,41,N,W,24,37,82,25,995,990.3,6,4,24.5,32.5,Yes,No
12/14/2008,19.2,25.4,0,12,12.7,W,41,W,WSW,33,44,42,32,996.5,997.4,1,5,21.5,23.9,No,No
12/15/2008,16.7,23.8,0,9.8,12.1,W,41,S,SE,24,20,39,43,1006.8,1007.9,5,1,20.9,22.8,No,No
12/16/2008,15,24.1,0,6.8,13,W,41,NNW,NE,13,20,58,48,1013.1,1010.1,1,1,21,23.4,No,No
12/17/2008,17.7,26,0,9.2,9.6,W,41,WNW,E,6,17,68,73,1011.9,1008,1,6,22.3,23.1,No,No
12/18/2008,19.3,27.4,0,4.8,8.4,W,41,WNW,E,13,17,65,68,1005,1001.2,2,6,23.1,24,No,No
12/19/2008,17.3,26.4,0.6,10.2,12.2,W,41,WNW,SE,7,30,67,58,1005.9,1007.8,2,6,21.6,21.2,No,No
12/20/2008,15.7,20.4,0,10.6,4.6,W,41,S,SSE,26,15,57,69,1019.2,1019.3,5,7,18.4,18.2,No,No
12/21/2008,14.3,22.1,0.4,5.2,12,W,41,NNW,E,2,20,60,50,1022,1019.9,4,1,19.6,21.4,No,No
12/22/2008,15.9,24.1,0,7.2,12.1,W,41,NNE,NE,22,26,56,57,1018.8,1014.8,1,1,22.1,22.9,No,No
12/23/2008,19,26.9,0,10.8,6.5,W,41,E,ENE,11,9,60,56,1009.3,1008.4,6,7,23.8,26,No,No
12/24/2008,18.7,20.7,0.4,4.8,0,W,41,S,SSE,17,6,77,78,1013.3,1012.6,8,8,19.6,19.7,No,No
12/25/2008,16.4,23.3,0,0.8,7.2,W,41,E,E,7,19,73,60,1014.5,1013.5,7,3,20.7,22.8,No,No
12/26/2008,19.1,26,0,4,10,W,41,ESE,NE,4,22,75,71,1013.9,1010.7,7,1,23.1,25.4,No,No
12/27/2008,20.5,27.2,0,7.2,0.7,W,41,E,NE,9,13,79,70,1009,1005,7,8,24.5,26.2,No,Yes
12/28/2008,19.7,28.3,7,6,12.1,W,41,W,E,4,20,72,63,1006.6,1003.2,1,5,23.4,26.5,Yes,No
12/29/2008,20.7,24.9,0,8,7.2,W,41,SSE,SE,28,15,72,68,1004.8,1003.7,2,6,22.6,22.4,No,Yes
12/30/2008,18.2,27.6,2,5.6,10.9,W,41,W,E,9,26,81,72,1004.3,999.3,6,5,20.9,23.8,Yes,No
12/31/2008,19.2,31.5,0,7.4,13.1,W,41,W,E,19,20,37,42,1002.7,1002.4,0,0,24.7,25.3,No,No
1/1/2009,18.4,34.7,0,9.8,12.9,W,41,W,NNW,11,17,73,22,1005.5,1000.7,4,6,22,34.3,No,No
1/2/2009,18.8,22.7,0,11,5.9,W,41,E,ESE,11,33,62,57,1012.8,1013.8,6,7,20.1,20.8,No,No
1/3/2009,17,23,0,9,0.5,W,41,ESE,ENE,13,15,58,49,1021.6,1019.4,8,8,18.8,21.4,No,No
1/4/2009,18.7,24.6,0,5.4,11.3,W,41,NNE,NE,13,31,59,58,1018.6,1015.2,2,1,23,24.1,No,No
1/5/2009,19.5,27.9,0,10,12.2,W,41,ESE,ENE,6,13,66,60,1013.2,1008.9,4,4,23.4,26.2,No,No
1/6/2009,20.2,28.3,0,10,11.8,W,41,SSW,E,11,20,77,64,1011.6,1008,0,0,23.1,25.8,No,No
1/7/2009,20.7,33.1,0,9,9.3,W,41,SSW,E,6,15,72,67,1009.9,1005.1,1,7,23.7,26.1,No,No
1/8/2009,20.4,22.4,0,9.8,0,W,41,SSE,SSE,24,31,78,72,1012.4,1013.4,8,8,21.2,20.1,No,No
1/9/2009,17.2,22.6,0.4,7.6,5.9,W,41,SSE,ESE,22,19,54,47,1020.2,1018.8,7,6,19.2,21.2,No,No
1/10/2009,18.3,23.4,0,7.6,6.1,W,41,ENE,E,17,20,54,53,1017.1,1013.9,7,6,19.7,22.5,No,No
1/11/2009,17.4,24.6,0,6.6,8.7,W,41,NE,ENE,19,31,58,57,1013.8,1011.5,3,1,23.4,23.9,No,Yes
1/12/2009,18.7,26.8,1.2,8.8,11.4,W,41,E,ESE,7,15,71,61,1015.4,1016.4,1,6,23.2,25.6,Yes,No
1/13/2009,19.6,26.2,0.2,4.2,11.1,W,41,ESE,NE,7,26,74,56,1019.5,1016.5,6,0,23.5,25.4,No,No
1/14/2009,20.8,29.7,0,10.2,13,W,41,E,NNE,7,24,67,49,1014.6,1011.2,0,1,25.5,29.1,No,No
1/15/2009,23,33.4,0,14.2,9.4,W,41,ESE,NE,7,19,61,39,1009.1,1006,5,6,28.6,33.1,No,Yes
1/16/2009,18.8,25,1.8,10.2,10.1,W,41,S,E,4,24,69,61,1012.7,1008.8,2,0,21.4,24,Yes,No
1/17/2009,17.7,22.6,0,10.4,6.5,W,41,SSE,SSE,26,28,52,48,1020.5,1020.5,6,3,19,21.6,No,No
1/18/2009,14.8,23.3,0,5.6,12.7,W,41,WNW,E,11,22,62,46,1021.9,1020,1,3,19.5,22.9,No,No
1/19/2009,16.4,25.1,0,11,12.7,W,41,N,NE,15,26,55,57,1019.3,1015,1,5,22.5,23.8,No,No
1/20/2009,20.1,28.7,0,9,12.4,W,41,E,NE,9,22,61,54,1013.7,1010.6,0,1,24.7,27,No,Yes
1/21/2009,21.3,31.1,1.6,12.8,7.4,W,41,W,ENE,11,22,66,55,1011.9,1008.1,3,5,25.7,29.2,Yes,No
1/22/2009,23.4,33.6,1,8,9.8,W,41,NNW,NNW,15,26,52,45,1008.9,1005.5,5,5,27.8,32.7,No,No
1/23/2009,25,31.7,0,14.2,11.9,W,41,ESE,E,9,19,59,58,1009.2,1007.6,1,2,29.5,29.1,No,No
1/24/2009,24.8,40.9,0,10.6,11.1,W,41,NW,W,11,26,55,20,1004.8,1002.8,6,2,31.5,40.1,No,No
1/25/2009,20.5,25.9,0,13.6,6.8,W,41,SE,ESE,15,17,57,51,1019.5,1018.3,7,5,21.9,24.7,No,No
1/26/2009,20.8,26.8,0,6.8,1.2,W,41,S,S,9,15,80,72,1019.3,1019.1,8,7,21.9,25.3,No,Yes
1/27/2009,20.2,23.9,14.2,1.8,1.7,W,41,S,SSE,9,7,95,93,1021.1,1019.9,8,8,20.8,22.4,Yes,Yes
1/28/2009,19.9,27.1,4.4,1.8,12.3,W,41,N,NE,4,22,78,60,1018.5,1016,6,1,23.7,26.6,Yes,No
1/29/2009,21.2,28.3,0,8.6,12.5,W,41,E,NE,4,26,73,67,1018.6,1016.5,1,1,25.2,27.5,No,No
1/30/2009,21.1,28.2,0,10.2,13,W,41,E,NE,4,24,72,59,1018.7,1015.8,1,0,24.6,27.5,No,No
1/31/2009,21.8,29.1,0,10.6,11.5,W,41,ENE,NE,7,19,76,54,1017.5,1014.2,2,3,25,29,No,No
2/1/2009,21.2,28.1,0,9.2,11.1,W,41,E,ESE,13,17,71,66,1016.1,1016.2,1,5,24.9,26.9,No,No
2/2/2009,22.9,28.3,0,6.4,9.8,W,41,ESE,NE,4,24,79,63,1016.3,1012.2,6,2,24.8,27.1,No,No
2/3/2009,21.8,28,0,10.8,7.5,W,41,W,SE,0,19,63,60,1010.8,1010,7,4,25.4,27.9,No,No
2/4/2009,21.6,27.3,0.4,7,7.1,W,41,S,E,6,17,84,71,1011.6,1009.4,7,5,23.2,26.2,No,No
2/5/2009,22.2,29.2,0,6.6,12.2,W,41,E,NE,6,22,73,58,1009.1,1005.9,1,1,26,28.9,No,No
2/6/2009,21.9,29.5,0,9.8,10.8,W,41,E,ENE,6,11,75,64,1010.9,1008.4,3,1,25.5,27.4,No,No
2/7/2009,21.8,33.5,0,10.4,11.8,W,41,E,NNE,9,31,68,34,1013.3,1010.6,0,1,25.6,32.2,No,No
2/8/2009,21.4,28.6,0,14.2,12.2,W,41,E,ENE,9,17,69,53,1010.8,1007.5,0,1,24.2,28.1,No,No
2/9/2009,20.9,22.5,0,9,0,W,41,S,S,20,17,84,81,1011.9,1011.7,8,8,21.2,20.6,No,Yes
2/10/2009,17.9,19.4,3.4,1.6,0,W,41,SSW,SSW,6,19,94,89,1011.9,1010.1,8,8,18.2,18.7,Yes,Yes
2/11/2009,16.7,23,5.6,2.2,1.5,W,41,SSW,S,26,20,77,61,1011.1,1011.2,7,7,17.7,23,Yes,No
2/12/2009,17.5,22,0.6,4,1.1,W,41,SSW,SSE,19,31,76,56,1017.5,1018.7,7,8,18.9,21.4,No,Yes
2/13/2009,16.4,20.4,23.2,5.4,0,W,41,SE,SE,24,24,86,90,1025.4,1025,8,8,18,17.9,Yes,Yes
2/14/2009,17,21.2,19.6,4.4,0,W,41,ESE,ESE,30,19,66,67,1022.9,1019.2,8,8,19.1,20.4,Yes,Yes
2/15/2009,16.5,23.3,25.6,2.4,0.2,W,41,SSE,SE,19,22,88,66,1014.7,1013.9,8,8,19.4,23.1,Yes,Yes
2/16/2009,18.6,25,16.4,4.8,6.4,W,41,SE,SE,19,24,82,62,1017.6,1017.8,7,7,20.3,22.6,Yes,Yes
2/17/2009,19.4,22.9,3.8,7.4,0,W,41,SE,SE,9,17,70,71,1017,1015.4,8,8,20.8,22,Yes,Yes
2/18/2009,19.4,26.6,24.6,3.2,7.1,W,41,W,S,19,15,93,62,1010.2,1008.1,8,6,20.2,25.7,Yes,Yes
2/19/2009,18.9,28.4,1.4,3.6,11.4,W,41,NNW,E,19,20,74,60,1008,1005,2,5,23.1,27.5,Yes,No
2/20/2009,20.3,26.1,0,7.8,9.6,W,41,W,E,2,19,78,68,1011.6,1010.2,5,3,22.4,25.1,No,No
2/21/2009,21.9,24.4,0,6.4,0.3,W,41,W,E,0,11,85,68,1013.3,1013.2,8,8,22.5,23.6,No,Yes
2/22/2009,20.3,24.9,2.2,2.4,6.3,W,41,SSE,E,13,13,70,59,1018.5,1017.6,7,4,21.7,24.4,Yes,No
2/23/2009,19.6,27,0,4.6,5.3,W,41,W,ENE,0,15,78,63,1016.9,1013,7,5,22.6,26.5,No,No
2/24/2009,19.9,30.5,0.8,5.4,10.7,W,41,W,SE,11,15,82,57,1014.1,1013.2,0,1,23,28.2,No,No
2/25/2009,21.1,26.4,0,7,7,W,41,S,ESE,4,20,83,63,1016.7,1014.6,7,5,22,26.1,No,No
2/26/2009,19.6,24.6,0,7.6,6.8,W,41,S,S,11,20,74,58,1020.4,1018.7,8,5,20.7,23.6,No,No
2/27/2009,17.5,23.5,0,6,5.6,W,41,W,E,13,11,78,50,1018.2,1015.9,7,4,18.9,23.2,No,No
2/28/2009,17.5,25.4,0,4.8,5.6,W,41,N,E,7,20,70,61,1009.5,1006.9,7,4,20.7,24.1,No,No
3/1/2009,20.5,25.7,0,6.8,10,W,41,E,E,9,19,70,60,1010.7,1010.8,8,6,23.1,24.8,No,No
3/2/2009,21.8,25.5,0,6,9,W,41,W,E,0,17,71,60,1016.6,1015.2,7,5,22.8,25.1,No,No
3/3/2009,20.8,26.9,0,6.8,6.9,W,41,ENE,ENE,19,20,61,55,1018,1015.2,7,7,24.1,25.6,No,No
3/4/2009,22.5,25.1,0,7.6,0.5,W,41,E,SW,4,13,73,49,1008,1008.5,7,7,24.2,22.9,No,No
3/5/2009,16.8,24.6,0,5,11,W,41,W,SE,30,20,39,37,1009.5,1008.6,1,1,19.3,24.2,No,No
3/6/2009,14.4,23.6,0,7.8,9.8,W,41,W,ESE,15,19,67,48,1013.4,1011.4,1,1,17.8,22.5,No,No
3/7/2009,17.7,26.3,0,4.8,9.2,W,41,SW,ESE,11,19,77,58,1014.2,1011.8,3,1,20.5,25.8,No,No
3/8/2009,20.2,25.3,0,5,4.1,W,41,SSW,S,11,19,80,77,1017.8,1018.7,5,7,22.2,22,No,Yes
3/9/2009,18.2,24.5,36.8,2,4.4,W,41,SW,E,6,13,94,69,1022.2,1020.4,7,7,19.1,23.6,Yes,No
3/10/2009,19.1,24.5,0.6,3.6,6.7,W,41,ENE,E,17,20,66,53,1022,1021.3,6,5,22.8,24.3,No,No
3/11/2009,20.2,23.4,0,6.2,1.8,W,41,ESE,E,17,24,59,70,1023.8,1022.7,3,7,23.3,22.3,No,Yes
3/12/2009,18.2,25.3,1.2,5,9.8,W,41,W,E,4,22,87,57,1022.9,1020.4,2,2,20.3,24.7,Yes,No
3/13/2009,19.6,25.5,0,6.4,2.2,W,41,W,NW,7,2,85,76,1018.6,1016.2,7,7,21.1,23.9,No,No
3/14/2009,19.9,27.2,0,4,6.4,W,41,NE,ENE,2,20,82,64,1014.7,1010.1,3,6,22.3,26.8,No,Yes
3/15/2009,19.2,27.4,17,8.4,6.6,W,41,WNW,E,6,15,81,61,1010.7,1007.8,2,3,21.7,25,Yes,No
3/16/2009,16.1,26.8,0.4,6.8,10.8,W,41,W,E,17,22,42,29,1011.7,1008.2,1,0,18.7,26.7,No,No
3/17/2009,15.9,25.7,0,6.1,11,W,41,W,SE,20,19,47,48,1013.4,1012.5,1,1,18.8,23.9,No,No
3/18/2009,17.1,24.5,0,5.4,10.1,W,41,WNW,ENE,11,17,72,52,1019,1016.1,1,1,20.1,24.3,No,No
3/19/2009,17.5,27.7,0,6,9.7,W,41,W,E,13,13,76,67,1016.7,1013.7,2,7,20.6,24.9,No,No
3/20/2009,19.9,26.1,0,6.2,8.6,W,41,W,E,0,17,80,69,1017.4,1016.6,2,1,23.5,25.3,No,No
3/21/2009,19.6,25.3,0,6.2,8.7,W,41,W,E,6,17,83,58,1018.9,1017.2,4,2,22.1,24.9,No,No
3/22/2009,17.6,26.7,0,5.6,8.4,W,41,W,NE,11,19,82,58,1017.9,1015.1,1,5,20.4,25,No,No
3/23/2009,19.5,25.7,0.2,8,10.2,W,41,NE,NE,7,17,66,61,1017.1,1015.1,5,4,23.1,25.6,No,No
3/24/2009,20.5,26.1,0,5.8,10.8,W,41,NNE,NE,6,19,67,59,1017.9,1016.3,1,3,23.6,25.9,No,No
3/25/2009,20.8,26,0,7,8,W,41,NNE,E,4,17,69,60,1019.7,1017.5,4,4,23,25.2,No,Yes
3/26/2009,20.5,26.6,1.4,5.2,7.6,W,41,NE,ENE,2,17,72,56,1019.4,1016.7,4,6,23.8,25.7,Yes,No
3/27/2009,20.6,23.5,0.4,5.8,4.8,W,41,SSE,SSE,17,26,69,59,1023.9,1023.7,7,6,22,22.5,No,No
3/28/2009,16.4,23.5,0,4.4,10.8,W,41,WNW,E,9,17,85,49,1025.4,1023.2,3,1,17.9,23,No,No
3/29/2009,16.1,24.4,0,6.6,9.4,W,41,WNW,E,9,19,77,66,1023.6,1021.7,5,5,18.9,23,No,No
3/30/2009,18.6,26.2,0,4,6.7,W,41,ESE,SE,7,22,66,65,1024.1,1022.3,2,6,22.9,24.7,No,Yes
3/31/2009,19.8,22.5,2.6,6,0,W,41,SE,E,20,26,86,89,1021.8,1020.4,8,8,21.1,19.9,Yes,Yes
4/1/2009,18.4,24.7,46,5,2.3,W,41,ESE,ESE,28,30,93,73,1021.1,1021,8,7,20.5,23.9,Yes,Yes
4/2/2009,19.6,24.7,11.4,3.8,2.4,W,41,ESE,ESE,22,17,87,79,1023.3,1021.8,8,7,21.9,23.8,Yes,Yes
4/3/2009,20.1,25.1,5,2.6,7.9,W,41,W,ENE,0,24,92,73,1021.1,1016.9,6,5,21.4,24.4,Yes,Yes
4/4/2009,18.3,20.8,3,4.2,1.4,W,41,S,SSE,24,28,84,58,1017.7,1019.2,7,8,18.4,20.1,Yes,No
4/5/2009,17.1,22.8,0,5.6,8,W,41,W,NE,9,20,72,67,1020.1,1014.4,7,5,19.1,21.5,No,No
4/6/2009,17,21.1,0.2,3.4,6.9,W,41,S,SSE,30,26,69,59,1020.5,1019.6,7,3,19.5,19.4,No,No
4/7/2009,16.3,21.3,0.2,5.8,7.7,W,41,S,SE,11,24,67,55,1025.6,1024.4,7,3,18.8,20.1,No,No
4/8/2009,12.8,22.4,0,5.6,9.3,W,41,W,SE,11,22,66,59,1026.9,1024.9,2,4,18.7,21.3,No,No
4/9/2009,15.1,23.2,0,2.8,8.4,W,41,WNW,E,9,19,72,58,1025.5,1022.3,1,3,19.6,21.8,No,No
4/10/2009,14.7,22.7,0,4,8.3,W,41,W,E,15,9,81,65,1023.6,1021,5,4,18.4,22.4,No,No
4/11/2009,17.4,23.8,0,3.2,0.8,W,41,W,ENE,0,9,80,69,1025.4,1023,7,7,19.8,23,No,No
4/13/2009,20.4,22.6,0,3.6,0.1,W,41,SE,S,15,7,79,84,1022.5,1019.3,8,8,21.6,20.9,No,Yes
4/14/2009,17.6,26.9,48,4.8,7.8,W,41,W,E,19,20,89,70,1015.1,1011.2,6,5,19.2,23.1,Yes,No
4/15/2009,16.1,29.3,0.2,5,10,W,41,W,NW,11,20,70,25,1011.1,1006.9,0,1,20.5,29,No,No
4/16/2009,14.9,24.1,0,10,9.8,W,41,W,E,15,15,43,38,1015.2,1011.7,0,1,17.4,22.6,No,No
4/17/2009,13.5,24.1,0,4.8,10.3,W,41,WNW,S,13,19,56,51,1016.3,1015.9,0,1,18.4,22.5,No,No
4/18/2009,14.2,22.8,0,5.2,7.9,W,41,WSW,S,11,28,66,56,1020,1018.1,1,5,18.3,20.9,No,Yes
